z_phot,MAG_u,MAG_g,MAG_r,MAG_i
0.437,22.872837,22.500982,21.791433,21.465572
0.617,24.866695,24.473808,24.094112,23.62644
0.797,22.955523,22.82184,22.60208,22.05416
0.907,24.46436,24.220919,24.118063,23.61637
1.407,23.747711,23.427067,23.227085,22.997524
0.487,99,25.757326,24.187813,24.578499
0.427,99,24.610228,23.04557,22.571598
0.707,22.632843,22.576284,22.04483,21.719175
0.597,24.602993,24.167004,23.785404,23.195564
1.307,24.461664,24.169292,24.39708,23.710518
0.527,24.52173,23.902378,23.324066,23.25996
0.467,22.479214,22.275589,21.384083,21.159859
0.667,23.980984,23.270895,22.590609,22.019508
1.407,24.039028,24.187315,23.78585,23.17277
0.417,22.164953,21.978981,21.434002,21.449205
0.407,24.974964,24.488077,23.755333,23.480928
0.807,23.569826,23.28049,23.098848,22.52403
0.547,24.032347,23.704388,22.508179,22.119787
1.367,24.627903,25.281837,24.301908,23.256674
0.617,23.771074,23.501038,22.688585,22.092678
1.387,24.696993,24.168314,24.40146,24.220901
0.757,24.440853,23.7682,23.72376,23.300274
0.617,23.541487,23.767792,23.498716,22.882328
0.607,24.45841,24.77297,24.286604,23.781372
0.637,23.995687,23.851665,23.426813,23.518406
1.397,24.175104,24.259344,23.470774,23.116356
1.087,23.582739,23.60011,23.83644,23.097273
0.777,25.603275,24.739504,24.415028,23.223911
0.547,24.52442,24.860891,24.054123,23.818098
0.707,24.658792,23.691458,23.15479,22.641855
0.767,99,24.855694,24.419008,23.693317
1.387,99,24.635763,24.04246,23.722227
1.027,99,23.383839,21.468287,20.409048
0.727,99,25.174612,24.580412,23.78951
0.857,23.0925,22.792793,22.518486,21.74338
1.387,24.360142,25.397085,25.02502,24.79072
0.967,24.8305,25.441025,24.907114,24.30367
0.617,24.083689,24.073374,23.62143,23.533178
0.587,23.331617,22.729841,22.19366,21.945797
0.937,23.596636,23.752665,23.614243,22.81966
0.667,24.040274,23.699007,23.246706,22.976511
0.217,24.972557,24.201128,24.165773,23.877178
0.537,24.659649,24.665445,23.951628,24.163052
0.767,24.164864,24.212702,23.26097,22.700466
1.267,24.29094,24.24008,23.576235,23.250916
1.377,99,24.353565,23.98759,23.749193
1.017,23.156792,23.391068,23.120377,22.902235
0.727,23.364302,23.194149,22.841778,22.140137
1.307,23.147161,22.926624,23.057491,22.814802
0.607,24.39629,25.06992,24.183882,22.987007
0.627,23.90697,24.564898,24.136097,23.538486
0.657,23.04747,22.5068,21.870695,21.401075
1.187,25.15862,24.647516,24.062582,24.531202
1.197,24.633797,24.105074,23.268627,22.984743
0.527,99,24.28731,23.06524,22.445147
0.877,24.310543,24.376486,23.70637,23.202684
1.217,24.34983,24.786798,24.269087,23.914331
1.357,24.126139,23.726192,24.043688,23.898981
1.327,23.30509,23.114305,23.187153,23.321718
0.817,24.274097,24.211245,23.924263,23.22361
1.387,24.791786,24.29877,24.19651,24.348583
0.877,23.531796,23.322123,23.23401,22.682503
1.397,23.279844,23.034847,23.119007,22.6449
0.987,23.908283,24.001328,23.511698,23.461493
0.867,24.63792,24.485342,23.995594,24.140062
0.867,99,25.113398,24.269995,23.300682
0.557,23.67508,23.638796,22.909344,22.355017
0.967,23.63498,23.302881,23.127693,22.700726
0.617,24.26665,24.432293,24.588654,23.554384
0.987,23.58818,23.737967,23.133154,22.985405
0.657,99,24.024645,23.403793,22.782686
1.067,24.001371,24.02054,23.851835,23.534613
1.377,24.206224,23.80798,23.95605,23.317781
0.457,24.240606,23.912788,22.53961,22.692726
0.537,25.188408,24.899261,24.161304,23.860596
0.897,21.963491,21.879816,21.532946,20.728563
0.997,23.457996,23.014631,22.828457,22.44756
0.987,23.243658,23.231756,22.791254,22.47467
1.267,23.931047,23.855036,24.027897,24.314909
0.507,24.531544,24.610676,23.55205,23.732498
0.817,24.361517,23.31643,22.567915,21.509094
1.067,99,25.123127,24.416683,23.973072
1.357,24.276915,23.448393,23.383923,23.262842
0.717,99,24.917383,24.404768,23.124613
1.047,24.206385,24.672163,23.817572,24.037437
0.547,24.335901,23.926506,22.922033,22.342821
1.137,22.12305,22.132713,22.01286,21.691504
0.087,22.999033,23.132034,23.313976,23.019646
0.587,23.751661,23.371824,22.619972,22.347353
0.617,25.162151,25.0282,24.48811,23.999418
0.427,22.343773,22.161583,21.561106,21.423307
1.057,24.049934,24.133835,24.33779,23.770247
1.307,23.04113,22.625689,22.617859,22.189257
0.967,23.877262,23.940887,23.65283,23.251469
0.677,24.41185,24.291965,23.584682,22.657179
0.837,24.333492,23.896584,23.748579,23.089712
1.387,99,25.02884,24.242256,24.040398
1.167,24.088015,23.624731,23.920496,23.88677
0.247,24.14998,23.860207,23.656551,24.173904
0.807,24.674831,25.199183,24.514084,23.010227
0.847,23.823143,23.581509,23.359894,23.025713
0.567,23.444159,24.266394,23.12323,22.800148
0.677,23.900833,23.787899,23.376108,22.98871
0.697,24.24016,23.937506,23.391874,23.130941
0.527,25.19404,24.335749,23.70664,23.700048
0.177,23.456985,22.501646,21.875187,21.58704
0.397,22.755781,22.079084,20.983053,20.642271
1.127,24.17883,24.321587,24.400179,23.796497
0.577,22.686563,22.537725,21.948399,21.705395
0.517,23.284555,23.051477,22.484203,22.322046
0.637,24.307207,24.32507,23.736198,23.601162
0.797,24.729845,24.295637,24.02489,23.64508
0.877,24.602165,24.102856,24.093918,23.445902
1.387,24.272797,23.571524,23.854448,23.532003
0.827,24.746647,24.449478,24.190718,23.426582
0.987,24.707935,24.395658,24.08448,23.811651
0.637,23.548632,22.12121,20.99918,20.444717
0.067,21.293724,20.33527,19.943214,19.814867
0.687,22.46369,22.286598,21.872835,21.31476
0.667,23.898241,23.850687,23.321554,23.446787
1.397,23.559465,23.996317,24.082558,24.274862
0.777,22.795702,22.703781,22.258804,21.494993
0.577,23.16609,23.07876,22.511194,22.351183
0.847,24.262844,24.464933,23.32834,22.225058
0.597,25.219658,26.315928,24.697313,24.188114
0.997,24.059877,24.410944,23.854017,23.005003
1.077,24.80382,24.596563,24.12978,24.333265
0.877,23.372925,23.415134,23.200651,22.713234
0.337,22.018637,21.832561,21.041006,20.929863
0.777,25.204742,24.989025,24.608543,22.915644
1.317,24.459234,24.402607,24.298656,23.993515
0.707,24.20587,24.677557,24.02569,23.766409
0.357,99,23.486526,21.83327,21.490505
0.627,23.323654,23.250359,23.010895,22.554193
0.717,24.697006,23.88384,23.198511,22.475637
0.677,23.795437,23.473515,22.280945,21.558334
0.077,23.898819,22.497988,21.617723,21.315401
0.517,23.038292,22.913223,21.928406,21.441385
0.867,24.469103,23.8915,24.212894,23.429958
0.407,99,23.633404,22.38052,21.782501
0.897,24.282942,24.6283,24.391764,23.596066
0.967,24.212217,24.01783,23.693922,23.275593
0.627,22.768188,22.481869,21.749681,21.336472
1.267,24.857254,24.454601,24.332773,24.345903
0.607,25.08043,24.88048,24.281685,23.513706
0.087,22.716576,21.541409,20.938957,20.679806
0.617,24.626848,24.97018,23.851412,23.061506
0.337,23.964455,23.61001,22.940874,23.221313
0.937,24.283438,23.109539,21.628542,20.817694
1.407,22.944918,23.145487,23.42491,23.170425
0.097,23.112797,23.151482,23.187012,23.017014
1.057,23.874273,24.214314,24.451143,24.552446
1.007,99,25.41556,23.925905,22.96771
0.337,24.444239,24.17606,23.603743,23.708096
0.817,23.97926,23.969055,23.73453,22.915073
0.157,21.89319,20.94687,20.374949,20.181843
0.737,22.576786,22.439032,22.135555,21.474295
0.677,23.926804,23.59521,22.14586,21.14506
0.747,23.885695,24.988441,23.662304,22.71453
0.447,24.903416,23.535234,22.109781,21.471743
1.127,24.57617,24.52725,24.246946,24.090076
0.407,24.320381,23.162617,21.726307,21.223564
1.397,24.38872,23.861538,23.906364,23.383455
1.047,22.796705,22.697681,22.568295,22.27305
0.497,24.366064,24.134464,23.689743,23.371525
0.397,24.166473,23.807695,23.04107,22.904722
0.897,24.02012,23.809017,23.699688,23.198324
1.387,23.768093,23.947842,23.968145,24.042664
0.577,23.1216,22.663652,21.997835,21.698898
0.677,24.361198,24.133717,23.721607,23.22936
1.127,22.470375,22.554184,22.406244,22.172714
1.107,24.048744,24.088364,24.274858,23.541275
1.037,24.459316,24.595003,25.03468,24.461681
0.847,24.959278,24.862936,24.606794,23.654263
0.497,22.71912,22.348211,21.4126,21.112772
1.387,24.452423,24.001184,23.867414,23.752031
0.717,23.277468,24.045609,23.267717,23.404408
1.387,24.711819,25.016588,24.225498,24.485804
0.837,22.648212,22.276157,21.823738,20.86825
0.507,24.978918,25.292284,24.116697,24.41397
0.417,21.282913,21.144592,20.861217,20.701672
0.527,24.448988,24.356098,23.688932,23.680529
0.607,23.23555,23.646765,23.080639,22.618177
1.267,23.053686,23.0027,22.861101,22.805908
0.777,22.887703,22.485134,22.117767,21.566177
0.667,23.21266,21.872002,20.70514,20.085508
0.417,23.282717,23.02604,22.59548,22.46856
0.547,24.190306,24.665264,23.88202,23.850965
1.197,23.842632,24.175785,23.42062,23.226778
0.967,99,25.240276,23.759453,23.153456
0.097,23.327534,22.667877,22.477928,22.314312
0.787,24.462412,23.944008,23.67496,23.226053
0.787,24.093931,23.772436,23.451525,23.161617
0.967,23.610626,24.078974,23.891224,23.33708
0.377,99,24.272892,23.861773,23.47502
0.547,24.756453,24.264027,23.465242,22.94176
0.877,22.964624,22.884607,22.647207,22.180138
0.467,24.594585,22.710672,21.123697,20.368923
0.927,23.854382,24.173712,23.774685,23.11818
1.277,21.845362,22.048431,22.150047,21.99212
1.377,24.219992,23.843166,24.041397,23.895647
0.527,24.410797,24.288763,23.462503,23.232325
0.777,24.070122,24.36997,23.709894,22.99239
0.397,23.688839,23.546396,22.855661,22.550238
0.167,24.092037,22.598083,21.756615,21.350122
0.637,99,24.96404,23.21267,22.034119
0.437,24.660213,24.117874,23.162313,23.21225
0.707,23.944792,23.92614,23.56132,22.712116
0.817,99,25.5871,23.994486,23.14761
1.127,24.12384,24.371319,23.933195,24.116236
0.707,24.975534,25.028086,24.418295,24.573992
0.707,99,25.294918,24.350662,23.997208
0.607,23.601763,23.197271,22.64796,22.294006
0.357,23.716736,23.76477,23.276985,23.72828
0.657,23.819143,21.722363,19.91204,19.193295
0.557,24.189371,24.697914,23.910292,23.475266
1.337,24.155113,23.85859,23.45883,22.862434
0.467,24.010874,23.270967,22.427382,22.180756
0.847,22.850552,22.653374,22.203405,21.357006
0.547,22.970688,22.650837,22.073662,21.863827
0.297,24.241903,24.072514,23.492844,24.210331
0.267,23.14263,22.28502,21.157156,20.7429
0.217,23.852884,23.276628,23.068115,22.54042
1.117,23.539255,23.89622,23.485611,23.763767
0.517,99,25.170393,24.236849,24.008036
1.127,22.82932,23.521162,23.30071,22.957144
0.777,25.055103,24.66693,24.266556,22.896896
0.977,23.503675,23.472004,23.256054,22.27378
0.557,24.571035,24.343773,22.658285,21.563253
1.057,24.491484,24.933954,23.71616,23.482145
0.517,24.902653,24.396736,23.760841,23.745623
0.717,23.521769,22.447397,21.458838,20.582579
1.147,24.089138,23.987226,24.005112,23.92289
0.697,23.240608,23.292088,22.644894,22.518888
0.337,23.318415,23.24461,22.629032,22.993532
1.087,23.420502,23.392925,22.860756,22.719486
0.437,25.004387,23.553373,22.232218,21.819262
0.167,22.793064,21.868464,21.42765,21.26736
0.507,99,25.193178,24.239637,24.22845
0.987,23.117212,23.139627,22.63388,22.04309
0.467,99,26.026144,23.972141,23.360992
0.897,23.8002,23.516142,23.40532,22.81928
0.617,23.073914,22.396946,21.016163,20.500841
0.997,24.490461,24.43313,23.96284,23.736195
0.087,23.270473,22.110321,21.662973,21.51971
0.297,23.554459,21.635386,20.058886,19.451109
0.447,23.19909,22.863604,22.070509,21.864172
1.317,23.74507,23.46758,23.385529,23.831823
0.437,99,23.435823,21.856739,21.23254
0.427,24.904848,24.81697,23.9207,24.145601
1.017,24.839993,24.189608,24.012922,23.977816
1.227,22.820179,23.04717,23.106659,22.849419
0.787,24.176003,23.555857,22.945728,21.97523
1.347,23.40663,23.265278,23.022837,22.875671
1.167,22.7401,22.727505,22.662222,22.472763
1.297,24.11166,23.965452,24.026716,24.528526
0.677,99,24.218643,22.9901,22.206224
0.887,24.577835,24.576488,23.766882,22.726814
0.517,23.883121,23.602594,22.908659,22.923567
0.927,23.880955,24.072119,23.783335,23.25756
0.607,24.39635,24.040636,23.318918,22.876589
0.607,99,24.766727,24.009401,23.205957
1.367,24.080275,23.852232,23.88355,24.00547
0.737,24.024029,24.271664,23.815933,24.092188
0.257,23.402647,22.16972,20.57353,20.1036
0.147,22.290901,21.816954,21.460503,21.403732
1.157,23.14984,23.128393,23.078876,22.65045
0.447,23.002666,22.1779,20.75512,20.197134
0.927,24.411848,24.929665,24.482616,23.417124
0.777,24.807314,24.276375,23.901125,23.317234
1.257,24.123667,23.975342,23.604456,23.736818
0.897,24.458847,23.983719,24.223042,23.24228
0.967,23.338259,23.17083,22.555494,21.913725
1.097,22.926369,22.897,22.372705,22.159073
0.297,24.043125,23.187183,22.622013,22.652908
0.297,24.935835,23.635384,22.754377,22.472906
0.527,23.776974,23.535719,22.87264,22.750895
0.317,23.467827,22.988373,22.38454,22.373634
0.647,24.490929,25.199642,24.495222,23.846514
0.477,24.364967,22.48957,20.939693,20.134764
0.737,99,24.146433,22.848415,21.839037
0.977,24.0729,24.029316,23.709824,23.032719
1.067,23.458931,24.348951,23.816444,23.71922
0.987,23.788965,24.004078,23.80197,23.399597
0.967,24.690983,24.324537,24.0758,23.449997
0.897,23.112867,23.188253,23.093388,22.399754
0.957,24.200445,24.299973,24.10273,23.53735
0.507,25.552,24.870407,23.75503,23.358406
0.717,24.099773,24.216425,23.83562,24.17556
0.607,99,24.868958,23.413424,22.808756
0.837,23.800713,23.187407,22.34889,21.562157
1.127,23.353035,23.284533,22.693758,22.200531
0.487,99,25.45636,24.072048,23.93972
0.597,22.891724,22.738724,21.906832,21.454851
0.667,99,25.30198,24.188644,22.961838
0.567,24.131762,24.383293,23.60736,24.331944
0.967,23.919998,24.032347,23.963402,23.417969
0.887,23.576122,23.308891,23.442602,22.981918
0.477,24.702642,25.34258,23.558327,24.129704
0.937,24.485243,24.166677,23.831867,23.117096
0.917,22.530153,22.56967,22.31627,21.759789
0.117,23.323408,22.34152,21.967463,21.817806
0.737,24.669563,24.576973,24.306854,22.855515
0.367,23.664726,23.508308,22.930431,22.911564
1.167,24.266716,24.389465,24.73713,24.509754
0.487,23.27784,22.908976,22.188747,21.963049
0.357,23.724073,23.598206,23.215647,23.802958
1.267,24.053183,24.122515,24.118696,24.114433
0.977,25.071367,24.861252,24.14485,23.783022
0.287,21.772594,20.781145,19.49207,19.05333
0.467,23.94386,23.981382,22.7139,22.27613
1.387,23.683155,23.772354,24.30735,24.366879
1.357,25.00217,24.56213,24.287771,23.929571
1.077,22.825823,22.640709,21.940779,21.528717
0.307,25.122307,23.659279,22.36481,21.858791
1.037,24.412483,24.592106,23.70579,23.253965
1.257,99,99,23.576792,22.240591
0.737,24.97575,24.272465,23.888874,22.63749
0.537,22.367935,22.120213,21.555277,21.488094
0.617,25.136658,24.208961,23.318579,22.82567
1.077,24.431765,24.527777,24.937305,23.67277
0.857,24.585037,24.468527,24.290495,23.665102
1.277,24.075836,23.702475,23.131344,22.898468
1.387,24.094122,24.03015,24.136427,23.922897
0.697,24.802233,24.886679,24.093615,23.619514
0.817,23.94825,23.629831,23.532248,22.75203
0.427,99,24.670391,23.352325,22.835619
0.377,99,22.01779,20.331076,19.696365
1.147,24.372324,24.188707,24.214855,24.018747
0.887,23.934898,24.045713,23.466267,22.86052
0.717,23.058043,22.818956,22.04698,21.283504
0.447,23.531157,23.732601,22.881773,22.524168
0.407,24.052011,23.783066,22.696655,22.635563
0.727,25.599764,24.46837,23.282263,21.885641
0.507,99,24.874441,23.850958,23.331842
0.977,24.881771,24.48978,24.08865,23.736752
0.557,22.419838,22.187994,21.47499,21.234983
0.407,23.192146,22.752575,21.709438,21.382797
1.127,23.807743,23.797422,23.773228,23.614271
0.837,99,24.626373,24.52814,23.320244
0.367,23.537798,23.11929,22.668722,22.526752
1.137,23.59607,23.519125,23.109726,22.835058
0.087,22.296385,21.426863,21.007948,20.897099
0.807,22.760101,22.711645,22.524122,21.833471
0.997,24.176767,23.365211,21.565437,20.683937
1.377,24.607899,24.489004,23.974192,23.004715
0.677,23.446434,22.682344,22.415318,21.675442
1.267,24.025646,24.01914,23.606094,24.112846
0.497,24.345047,23.425035,22.844452,22.969936
1.387,24.241697,24.327002,24.044453,24.076702
0.637,24.676107,24.64754,23.70105,22.646202
0.947,99,24.265123,24.269793,23.24675
1.397,24.403906,24.658638,24.234777,24.737476
0.587,24.726728,23.863478,23.094152,22.834692
1.397,24.384348,23.935371,23.839592,23.770353
0.777,23.536444,23.362947,23.12512,22.57097
0.577,24.097116,23.940672,23.193506,22.92317
0.907,24.711817,24.334562,24.117792,23.530205
0.457,22.913591,23.25205,22.434622,22.354805
1.307,23.660795,23.784388,23.831863,23.853075
0.497,23.584583,24.14226,23.435158,22.548317
0.947,23.832817,23.620209,23.41354,22.833858
0.657,22.615067,21.503094,19.98076,19.229622
0.987,24.672304,24.427086,24.00484,23.752981
1.117,23.189754,23.390774,23.151386,23.128275
0.297,22.553871,21.942947,21.018454,20.653883
1.097,24.399702,24.123539,23.596249,23.803316
1.307,23.826101,23.884296,23.723812,23.598793
0.287,21.478243,20.830456,19.964386,19.682207
1.177,23.67188,23.324154,23.091757,23.112114
1.407,23.564615,23.804644,23.87645,23.516487
0.497,99,23.939562,22.49195,21.574585
0.667,24.039904,24.144617,23.758547,23.400393
0.517,99,25.02229,24.441885,24.724024
0.477,23.366787,23.32648,22.259676,22.122227
0.957,24.380627,24.669563,24.46442,23.912115
0.637,24.368109,24.735699,23.718706,22.832533
1.077,23.452742,23.422386,23.253279,22.873894
0.407,23.919569,23.64853,23.275513,23.067757
0.457,24.42,23.715403,22.746643,22.661226
0.637,24.485415,24.60489,24.06325,24.318024
0.997,24.143938,23.692232,23.611166,23.272259
1.207,23.174494,23.156832,22.983837,22.610905
0.807,25.108711,24.342651,23.304815,22.442026
1.247,23.359457,23.689417,23.71711,23.653324
0.637,23.981499,23.648739,23.309402,22.840185
0.527,24.599617,24.676765,23.86768,24.318228
0.567,24.764994,24.200546,23.667063,23.704252
0.647,23.494377,22.675411,21.418552,20.723907
1.167,23.363459,23.838436,23.79648,23.598875
0.997,99,23.15069,21.497412,20.64678
0.517,25.311298,25.36805,24.156218,24.392288
0.607,99,24.936234,24.327429,23.524334
0.897,24.887575,24.02569,24.255173,23.536457
1.047,23.76736,23.776226,23.163013,22.576733
0.927,25.591898,26.240301,24.889372,23.747808
1.167,23.44818,22.869236,22.452024,21.69128
1.017,22.62755,22.69117,22.63527,22.179369
0.577,24.56027,24.000908,23.318108,23.0039
0.237,23.488697,22.959816,22.256403,21.952105
0.867,99,23.976265,23.541103,22.447878
0.337,23.238338,22.436878,21.41813,21.128029
0.967,23.663776,99,25.030539,23.8596
0.277,21.319729,20.6974,19.77336,19.440662
1.097,23.050173,23.111734,22.923868,22.534706
0.267,23.454952,22.653278,22.122547,21.840384
0.617,24.623623,25.070883,24.099249,22.73247
0.127,22.433897,21.849882,21.540318,21.39316
0.897,23.159452,22.99285,22.764502,21.765577
1.227,23.572392,24.615108,24.845802,23.484299
0.687,24.17798,24.129885,23.572803,23.333977
0.967,24.355371,24.048555,24.050789,23.837751
0.407,22.969988,21.800081,20.585787,20.064949
0.507,99,25.493692,24.161495,23.68288
1.167,24.335218,23.897018,24.0791,23.55144
0.737,23.332983,22.911814,22.12009,21.411285
0.997,23.802671,24.146336,23.846092,23.5797
0.637,99,24.772465,24.068161,23.858976
0.307,21.570919,21.190113,20.711073,20.714785
1.017,23.444324,23.356874,23.26713,22.920443
1.357,24.497154,24.418058,23.977276,23.206821
1.087,22.907461,22.88967,22.552969,22.472809
1.387,24.149773,24.145334,23.95898,24.462326
1.037,24.642466,24.551247,23.714178,23.475967
0.847,23.65343,23.000046,22.406475,21.389536
0.967,23.846964,23.744698,23.249575,22.622482
0.647,23.885466,24.059912,23.594948,23.627134
0.287,99,23.46635,22.055424,21.563768
